iata,icao,airport,latitude,longitude
PDK,KPDK,DeKalb-Peachtree Airport,33.8756,-84.302
PDT,KPDT,Eastern Oregon Regional Airport,45.6951,-118.841
PDX,KPDX,Portland International Airport,45.5887,-122.598
PEC,,Pelican Seaplane Base,57.9552,-136.236
CHU,,Chuathbaluk Airport,61.5791,-159.216
KGZ,,Glacier Creek Airport,61.4551,-142.381
CHS,KCHS,Charleston International Airport / Charleston Air Force Base,32.8986,-80.0405
CHP,,Circle Hot Springs Airport,65.4855,-144.611
CHO,KCHO,Charlottesville-Albemarle Airport,38.1386,-78.4529
KGX,,Grayling Airport,62.8952,-160.066
PEQ,KPEQ,Pecos Municipal Airport,31.3824,-103.511
KGK,PAJZ,Koliganek Airport,59.7266,-157.259
CHL,KLLJ,Challis Airport,44.523,-114.218
CHK,KCHK,Chickasha Municipal Airport,35.0974,-97.9677
PFC,KPFC,Pacific City State Airport,45.1998,-123.962
PGA,KPGA,Page Municipal Airport,36.9261,-111.448
PGC,,Grant County Airport,38.9949,-79.1459
PGD,KPGD,Punta Gorda Airport,26.9202,-81.9905
KFP,PAKF,False Pass Airport,54.8474,-163.41
YNG,KYNG,Youngstown-Warren Regional Airport,41.2607,-80.6791
CHA,KCHA,Chattanooga Metropolitan Airport (Lovell Field),35.0353,-85.2038
CGZ,KCGZ,Casa Grande Municipal Airport,32.9549,-111.767
PGL,KPQL,Trent Lott International Airport,30.4628,-88.5292
CGS,KCGS,College Park Airport,38.9806,-76.9223
PGM,,Port Graham Airport,59.3483,-151.832
CGI,KCGI,Cape Girardeau Regional Airport,37.2253,-89.5708
PGO,KPSO,Stevens Field,37.2863,-107.056
CGF,KCGF,Cuyahoga County Airport,41.5651,-81.4864
CGE,KCGE,Cambridge-Dorchester Airport,38.5393,-76.0304
PGR,KPGR,Kirk Field,36.0629,-90.5078
PGS,,Grand Canyon Caverns Airport,35.5713,-113.293
CGA,,Craig Seaplane Base,55.4788,-133.148
CFV,KCFV,Coffeyville Municipal Airport,37.094,-95.5719
CFT,KCFT,Greenlee County Airport,32.9528,-109.21
CFD,KCFD,Coulter Field,30.7157,-96.3314
CEZ,KCEZ,Cortez Municipal Airport,37.303,-108.628
CEY,KCEY,Murray-Calloway County Airport,36.6646,-88.3728
CEX,,Chena Hot Springs Airport,65.0518,-146.047
CEW,KCEW,Bob Sikes Airport,30.7788,-86.5221
PGV,KPGV,Pitt-Greenville Airport,35.6352,-77.3853
CEU,KCEU,Oconee County Regional Airport,34.6719,-82.8865
KEK,,Ekwok Airport,59.3568,-157.471
CEM,PARL,Central Airport,65.5738,-144.783
PHD,KPHD,Harry Clever Field,40.4709,-81.4197
PHF,KPHF,Newport News/Williamsburg International Airport,37.1319,-76.493
KEH,,Kenmore Air Harbor,47.7548,-122.259
PHK,KPHK,Palm Beach County Glades Airport,26.785,-80.6934
CEC,KCEC,Del Norte County Airport (Jack McNamara Field),41.7802,-124.237
PHL,KPHL,Philadelphia International Airport,39.8719,-75.2411
CEA,KCEA,Cessna Aircraft Field,37.6486,-97.2506
PHN,KPHN,St. Clair County International Airport,42.911,-82.5289
CDW,KCDW,Essex County Airport,40.8752,-74.2814
CDV,PACV,Merle K. (Mudhole) Smith Airport,60.4918,-145.478
CDS,KCDS,Childress Municipal Airport,34.4338,-100.288
CDR,KCDR,Chadron Municipal Airport,42.8376,-103.095
CDN,KCDN,Woodward Field,34.2836,-80.5649
CDL,,Candle 2 Airport,65.9077,-161.926
CDK,KCDK,George T. Lewis Airport,29.1342,-83.0505
CDH,KCDH,Harrell Field,33.6228,-92.7634
CDC,KCDC,Cedar City Regional Airport,37.701,-113.099
CDB,PACD,Cold Bay Airport,55.2061,-162.725
CCY,KCCY,Northeast Iowa Regional Airport,43.0726,-92.6108
CCR,KCCR,Buchanan Field Airport,37.9897,-122.057
CCG,,Crane County Airport,31.4151,-102.363
CCB,KCCB,Cable Airport,34.1116,-117.688
PHO,PAPO,Point Hope Airport,68.3488,-166.799
PHP,KPHP,Philip Airport,44.0486,-101.599
PHT,KPHT,Henry County Airport,36.3382,-88.3829
CBM,KCBM,Columbus Air Force Base,33.6438,-88.4438
CBK,KCBK,Colby Municipal Airport (Shalz Field),39.4275,-101.047
CBF,KCBF,Council Bluffs Municipal Airport,41.2592,-95.7606
CBE,KCBE,Greater Cumberland Regional Airport,39.6154,-78.7609
PHX,KPHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
PIA,KPIA,General Wayne A. Downing Peoria International Airport,40.6642,-89.6933
CAR,KCAR,Caribou Municipal Airport,46.8715,-68.0179
CAO,KCAO,Clayton Municipal Airpark,36.4462,-103.167
CAK,KCAK,Akron-Canton Airport,40.9161,-81.4422
EAA,PAEG,Eagle Airport,64.7764,-141.151
CAE,KCAE,Columbia Metropolitan Airport,33.9388,-81.1195
CAD,KCAD,Wexford County Airport,44.2753,-85.4189
PIB,KPIB,Hattiesburg-Laurel Regional Airport,31.4671,-89.3371
BZT,,Eagle Air Park,28.9822,-95.5797
BZN,KBZN,Bozeman Yellowstone International Airport (Gallatin Field),45.7775,-111.153
PIE,KPIE,St. Pete-Clearwater International Airport,27.9102,-82.6874
PIH,KPIH,Pocatello Regional Airport,42.9098,-112.596
KEB,,Nanwalek Airport,59.3521,-151.925
BZF,,Benton Field,40.5749,-122.408
PIM,KPIM,Harris County Airport,32.8407,-84.8824
PIP,PAPN,Pilot Point Airport,57.5804,-157.572
BYW,,Blakely Island Airport,48.579,-122.826
PIR,KPIR,Pierre Regional Airport,44.3827,-100.286
BYS,KBYS,Bicycle Lake Army Airfield (Fort Irwin),35.2805,-116.63
PIT,KPIT,Pittsburgh International Airport,40.4915,-80.2329
PIZ,PPIZ,Point Lay LRRS Airport,69.7329,-163.005
BYI,KBYI,Burley Municipal Airport,42.5426,-113.772
BYH,KBYH,Arkansas International Airport,35.9643,-89.944
BYG,KBYG,Johnson County Airport,44.3811,-106.722
PJB,KPAN,Payson Airport,34.2568,-111.339
BYA,,Boundary Airport,64.0783,-141.113
PKA,PAPK,Napaskiak Airport,60.7029,-161.778
PKB,KPKB,Mid-Ohio Valley Regional Airport,39.3451,-81.4392
BXS,,Borrego Valley Airport,33.259,-116.321
PKD,KPKD,Park Rapids Municipal Airport (Konshok Field),46.9006,-95.0731
PKF,KPKF,Park Falls Municipal Airport,45.955,-90.4244
BXK,KBXK,Buckeye Municipal Airport,33.4204,-112.686
KDK,PAKD,Kodiak Municipal Airport,57.8059,-152.374
KCR,,Colorado Creek Airport,63.5677,-155.989
KCQ,,Chignik Lake Airport,56.255,-158.775
BXA,KBXA,George R. Carr Memorial Air Field,30.8137,-89.865
PLK,KPLK,M. Graham Clark Downtown Airport,36.6259,-93.2289
BWM,KBPP,Bowman Municipal Airport,46.1655,-103.301
BWL,KBKN,Blackwell-Tonkawa Municipal Airport,36.7959,-97.317
KCN,,Chernofski Harbor Seaplane Base,53.4029,-167.52
BWG,KBWG,Bowling Green-Warren County Regional Airport,36.9645,-86.4197
BWD,KBWD,Brownwood Regional Airport,31.7936,-98.9565
BWC,KBWC,Brawley Municipal Airport,32.9929,-115.517
PLN,KPLN,Pellston Regional Airport (Emmet County),45.5709,-84.7967
BVY,KBVY,Beverly Municipal Airport,42.5842,-70.9165
BVX,KBVX,Batesville Regional Airport,35.7262,-91.6473
PLR,KPLR,St. Clair County Airport,33.5588,-86.2491
BVU,PABG,Beluga Airport,61.1722,-151.044
BVO,KBVO,Bartlesville Municipal Airport,36.7625,-96.0112
KCL,,Chignik Lagoon Airport (Chignik Flats Airport),56.3112,-158.536
BUR,KBUR,Bob Hope Airport,34.2007,-118.359
PMB,KPMB,Pembina Municipal Airport,48.9425,-97.2408
BUM,KBUM,Butler Memorial Airport,38.2898,-94.3401
PMD,KPMD,Palmdale Regional Airport,34.6294,-118.085
KCC,,Coffman Cove Seaplane Base,56.0032,-132.842
BUF,KBUF,Buffalo Niagara International Airport,42.9405,-78.7322
BUB,KBUB,Cram Field,41.7767,-99.1497
PMH,KPMH,Greater Portsmouth Regional Airport,38.8405,-82.8473
BTY,KBTY,Beatty Airport,36.8611,-116.787
BTV,KBTV,Burlington International Airport,44.4719,-73.1533
KBW,,Chignik Bay Seaplane Base,56.2956,-158.401
BTT,PABT,Bettles Airport,66.9139,-151.529
PML,PAAL,Port Moller Airport,56.006,-160.561
BTR,KBTR,Baton Rouge Metropolitan Airport (Ryan Field),30.5332,-91.1496
YUM,KNYL,Yuma International Airport / MCAS Yuma,32.6566,-114.606
PMX,,Metropolitan Airport,42.2233,-72.3114
BTP,KBTP,Butler County Airport (K.W. Scholter Field),40.7769,-79.9497
KBE,,Bell Island Hot Springs Seaplane Base,55.9291,-131.572
BTN,KBBP,Marlboro County Jetport,34.6217,-79.7344
BTM,KBTM,Bert Mooney Airport,45.9548,-112.497
BTL,KBTL,W. K. Kellogg Airport,42.3073,-85.2515
PNC,KPNC,Ponca City Regional Airport,36.732,-97.0998
BTI,PABA,Barter Island LRRS Airport,70.134,-143.582
BTF,KBTF,Skypark Airport,40.8694,-111.927
KBC,,Birch Creek Airport,66.274,-145.824
PNE,KPNE,Northeast Philadelphia Airport,40.0819,-75.0106
PNN,KPNN,Princeton Municipal Airport,45.2007,-67.5644
PNS,KPNS,Pensacola International Airport,30.4734,-87.1866
BSW,,Boswell Bay Airport,60.4231,-146.146
BSQ,,Bisbee Municipal Airport,31.364,-109.883
KAL,PAKV,Kaltag Airport,64.3191,-158.741
PNU,,Panguitch Municipal Airport,37.8452,-112.392
PNX,KGYI,North Texas Regional Airport,33.7141,-96.6737
BSF,PHSF,Bradshaw Army Airfield,19.7601,-155.554
KAE,PAFE,Kake Airport,56.973,-133.946
POB,KPOB,Pope Field (Pope AFB),35.1709,-79.0145
BRY,KBRY,Samuels Field,37.8143,-85.4996
BRW,PABR,Wiley Post-Will Rogers Memorial Airport,71.2854,-156.766
BRO,KBRO,Brownsville/South Padre Island International Airport,25.9068,-97.4259
BRL,KBRL,Southeast Iowa Regional Airport,40.7832,-91.1255
BRD,KBRD,Brainerd Lakes Regional Airport,46.3983,-94.1381
BQV,,Bartlett Cove Seaplane Base,58.4552,-135.885
POC,KPOC,Brackett Field,34.0916,-117.782
BQN,TJBQ,Rafael Hernandez Airport,18.4949,-67.1294
BQK,KBQK,Brunswick Golden Isles Airport,31.2588,-81.4665
POE,KPOE,Polk Army Airfield,31.0448,-93.1917
POF,KPOF,Poplar Bluff Municipal Airport,36.7739,-90.3249
POH,KPOH,Pocahontas Municipal Airport,36.2456,-90.9553
JXN,KJXN,Jackson County Airport (Reynolds Field),42.2598,-84.4594
JVL,KJVL,Southern Wisconsin Regional Airport,42.6203,-89.0416
BPT,KBPT,Jack Brooks Regional Airport,29.9508,-94.0207
JVI,,Central Jersey Regional Airport,40.5244,-74.5984
BPI,KBPI,Miley Memorial Field,42.5851,-110.111
POU,KPOU,Dutchess County Airport,41.6266,-73.8842
POY,KPOY,Powell Municipal Airport,44.8672,-108.793
BOW,KBOW,Bartow Municipal Airport,27.9434,-81.7834
PPA,KPPA,Perry Lefors Field,35.613,-100.996
BOS,KBOS,Logan International Airport,42.3643,-71.0052
PPC,PAPR,Prospect Creek Airport,66.8141,-150.644
BOK,KBOK,Brookings Airport,42.0746,-124.29
BOI,KBOI,Boise Air Terminal (Gowen Field),43.5644,-116.223
PPF,KPPF,Tri-City Airport,37.3299,-95.5062
JST,KJST,John Murtha Johnstown-Cambria County Airport,40.3161,-78.8339
PPM,KPMP,Pompano Beach Airpark,26.2471,-80.1111
BNW,KBNW,Boone Municipal Airport,42.0496,-93.8476
JRF,PHJR,Kalaeloa Airport (John Rodgers Field),21.3074,-158.07
PPV,,Port Protection Seaplane Base,56.3288,-133.61
BNO,KBNO,Burns Municipal Airport,43.5919,-118.955
JOT,KJOT,Joliet Regional Airport,41.5178,-88.1755
BNL,KBNL,Barnwell Regional Airport,33.2578,-81.3883
PQI,KPQI,Northern Maine Regional Airport at Presque Isle,46.689,-68.0448
BNG,KBNG,Banning Municipal Airport,33.9231,-116.851
BNF,,Warm Springs Bay Seaplane Base,57.0888,-134.833
BNA,KBNA,Nashville International Airport,36.1245,-86.6782
PQS,,Pilot Station Airport,61.9346,-162.9
BMX,PABM,Big Mountain Air Force Station,59.3612,-155.259
BMT,KBMT,Beaumont Municipal Airport,30.0707,-94.2158
PRB,KPRB,Paso Robles Municipal Airport,35.6729,-120.627
BML,KBML,Berlin Regional Airport,44.5754,-71.1759
BMI,KBMI,Central Illinois Regional Airport,40.4771,-88.9159
PRC,KPRC,Ernest A. Love Field,34.6545,-112.42
BMC,KBMC,Brigham City Airport,41.5524,-112.062
JNU,PAJN,Juneau International Airport,58.355,-134.576
PRO,KPRO,Perry Municipal Airport,41.828,-94.1599
BLV,KBLV,MidAmerica St. Louis Airport / Scott Air Force Base,38.5452,-89.8352
BLU,KBLU,Blue Canyon-Nyack Airport,39.275,-120.71
JMS,KJMS,Jamestown Regional Airport,46.9297,-98.6782
BLM,KBLM,Monmouth Executive Airport,40.1869,-74.1249
BLI,KBLI,Bellingham International Airport,48.7928,-122.538
BLH,KBLH,Blythe Airport,33.6192,-114.717
PRW,,Prentice Airport,45.543,-90.2793
BLF,KBLF,Mercer County Airport,37.2958,-81.2077
PRX,KPRX,Cox Field,33.6366,-95.4508
BLD,,Boulder City Municipal Airport,35.9475,-114.861
PRZ,,Prineville Airport,44.287,-120.904
PSB,KPSB,Mid-State Regional Airport,40.8835,-78.0863
BKX,KBKX,Brookings Regional Airport,44.3048,-96.8169
BKW,KBKW,Raleigh County Memorial Airport,37.7873,-81.1242
PSC,KPSC,Tri-Cities Airport,46.2647,-119.119
JLN,KJLN,Joplin Regional Airport,37.1518,-94.4983
PSF,KPSF,Pittsfield Municipal Airport,42.4268,-73.2929
BKT,KBKT,Blackstone Army Airfield (Allen C. Perkinson Airport),37.0742,-77.9575
PSG,PAPG,Petersburg James A. Johnson Airport,56.8017,-132.945
JLA,,Quartz Creek Airport,60.4827,-149.719
JKV,KJSO,Cherokee County Airport,31.8693,-95.2174
PSK,KPSK,New River Valley Airport,37.1373,-80.6785
PSM,KPSM,Portsmouth International Airport at Pease,43.0779,-70.8233
BKL,KBKL,Cleveland Burke Lakefront Airport,41.5175,-81.6833
PSN,KPSN,Palestine Municipal Airport,31.7797,-95.7063
PSP,KPSP,Palm Springs International Airport,33.8297,-116.507
PSQ,,Philadelphia Seaplane Base,39.859,-75.2996
PSX,KPSX,Palacios Municipal Airport,28.7275,-96.251
BKH,PHBK,Barking Sands PMRF,22.0228,-159.785
BKG,KBBG,Branson Airport,36.5321,-93.2005
BKF,,Lake Brooks Seaplane Base,58.5548,-155.777
BKE,KBKE,Baker City Municipal Airport,44.8373,-117.809
BKD,KBKD,Stephens County Airport,32.719,-98.891
BKC,PABL,Buckland Airport,65.9816,-161.149
JHW,KJHW,Chautauqua County-Jamestown Airport,42.1534,-79.258
JHM,PHJH,Kapalua Airport,20.9629,-156.673
PTA,PALJ,Port Alsworth Airport,60.2017,-154.326
PTB,KPTB,Dinwiddie County Airport,37.1838,-77.5074
BJJ,KBJJ,Wayne County Airport,40.8748,-81.8883
BJI,KBJI,Bemidji Regional Airport,47.5094,-94.9337
PTC,,Port Alice Seaplane Base,55.803,-133.597
PTD,PAAP,Port Alexander Seaplane Base,56.2468,-134.648
BJC,KBJC,Rocky Mountain Metropolitan Airport,39.9088,-105.117
BIX,KBIX,Keesler Air Force Base,30.4104,-88.9244
PTH,PAPH,Port Heiden Airport,56.9591,-158.633
BIS,KBIS,Bismarck Municipal Airport,46.7727,-100.746
JFN,KHZY,Northeast Ohio Regional Airport,41.778,-80.6955
PTK,KPTK,Oakland County International Airport,42.6655,-83.4201
BIL,KBIL,Billings Logan International Airport,45.8077,-108.543
PTN,KPTN,Harry P. Williams Memorial Airport,29.7095,-91.339
JEF,KJEF,Jefferson City Memorial Airport,38.5912,-92.1561
PTS,KPTS,Atkinson Municipal Airport,37.4478,-94.7311
PTT,KPTT,Pratt Regional Airport,37.7016,-98.7469
BIH,KBIH,Eastern Sierra Regional Airport,37.3731,-118.364
PTU,PAPM,Platinum Airport,59.0114,-161.82
BIG,PABI,Allen Army Airfield,63.9945,-145.722
BIF,KBIF,Biggs Army Airfield,31.8495,-106.38
PTV,KPTV,Porterville Municipal Airport,36.0296,-119.063
PTW,KPTW,Heritage Field,40.2396,-75.5567
BIE,KBIE,Beatrice Municipal Airport,40.3013,-96.7541
JDN,KJDN,Jordan Airport,47.3288,-106.953
PUB,KPUB,Pueblo Memorial Airport,38.2891,-104.497
BID,KBID,Block Island State Airport,41.1681,-71.5778
PUC,KPUC,Carbon County Regional Airport,39.6139,-110.751
JDA,KGCD,Grant County Regional Airport (Ogilvie Field),44.4042,-118.963
JCY,,LBJ Ranch Airport,30.2518,-98.6225
JCT,KJCT,Kimble County Airport,30.5113,-99.7635
ZNC,,Nyac Airport,60.9807,-159.994
PUL,,Port of Poulsbo Marina Moorage Seaplane Base,47.734,-122.647
JCI,KIXD,New Century AirCenter,38.8309,-94.8903
JBT,,Bethel Seaplane Base,60.782,-161.743
JBR,KJBR,Jonesboro Municipal Airport,35.8317,-90.6464
BHM,KBHM,Birmingham-Shuttlesworth International Airport,33.5629,-86.7535
JAX,KJAX,Jacksonville International Airport,30.4941,-81.6879
ZPH,KZPH,Zephyrhills Municipal Airport,28.2282,-82.1559
PUW,KPUW,Pullman-Moscow Regional Airport,46.7439,-117.11
JAS,KJAS,Jasper County Airport (Bell Field),30.8857,-94.0349
JAN,KJAN,Jackson-Evers International Airport,32.3112,-90.0759
BHB,KBHB,Hancock County-Bar Harbor Airport,44.45,-68.3615
PVC,KPVC,Provincetown Municipal Airport,42.0719,-70.2214
BGT,,Bagdad Airport,34.5959,-113.17
BGR,KBGR,Bangor International Airport,44.8074,-68.8281
BGQ,PAGQ,Big Lake Airport,61.5361,-149.814
PVD,KPVD,Theodore Francis Green State Airport,41.7326,-71.4204
PVF,KPVF,Placerville Airport,38.7242,-120.753
PVL,KPBX,Pike County Airport,37.5618,-82.5664
BGM,KBGM,Greater Binghamton Airport (Edwin A. Link Field),42.2087,-75.9798
JAC,KJAC,Jackson Hole Airport,43.6073,-110.738
PVU,KPVU,Provo Municipal Airport,40.2192,-111.723
PVW,KPVW,Hale County Airport,34.1681,-101.717
PWA,KPWA,Wiley Post Airport,35.5342,-97.6471
BGE,KBGE,Decatur County Industrial Air Park,30.9715,-84.6374
PWD,KPWD,Sher-Wood Airport,48.7903,-104.534
BGD,KBGD,Hutchinson County Airport,35.7009,-101.394
PWM,KPWM,Portland International Jetport,43.6462,-70.3093
BFT,KARW,Beaufort County Airport,32.4122,-80.6344
PWR,,Port Walter Seaplane Base,56.381,-134.651
PWT,KPWT,Bremerton National Airport,47.4902,-122.765
BFP,KBVI,Beaver County Airport,40.7725,-80.3914
PWY,KPNA,Ralph Wenz Field,42.7955,-109.807
IYK,KIYK,Inyokern Airport,35.6588,-117.83
BFM,KBFM,Mobile Downtown Airport,30.6268,-88.0681
BFL,KBFL,Meadows Field Airport,35.4336,-119.057
BFK,KBKF,Buckley Air Force Base,39.7017,-104.752
BFI,KBFI,Boeing Field/King County International Airport,47.53,-122.302
PXL,,Polacca Airport,35.7917,-110.423
IWS,KIWS,West Houston Airport,29.8182,-95.6726
ZZV,KZZV,Zanesville Municipal Airport,39.9444,-81.8921
BFG,,Bullfrog Basin Airport,37.5458,-110.713
BFF,KBFF,Western Nebraska Regional Airport (William B. Heilig Field),41.874,-103.596
BFD,KBFD,Bradford Regional Airport,41.8031,-78.6401
IWD,KIWD,Gogebic-Iron County Airport,46.5275,-90.1314
PYL,,Perry Island Seaplane Base,60.6853,-147.919
PYM,KPYM,Plymouth Municipal Airport,41.909,-70.7288
PYS,,Paradise Skypark,-51.6867,-57.7785
ITO,PHTO,Hilo International Airport,19.7214,-155.048
ITH,KITH,Ithaca Tompkins Regional Airport,42.491,-76.4584
ISW,KISW,South Wood County Airport (Alexander Field),44.3603,-89.839
ISS,KIWI,Wiscasset Airport,43.9614,-69.7126
ISQ,KISQ,Schoolcraft County Airport,45.9746,-86.1718
ISP,KISP,Long Island MacArthur Airport,40.7952,-73.1002
ISO,KISO,Kinston Regional Jetport (Stallings Field),35.3314,-77.6088
ISN,KISN,Sloulin Field International Airport,48.1779,-103.642
ISM,KISM,Kissimmee Gateway Airport,28.2898,-81.4371
QWG,,Wilgrove Air Park,35.2138,-80.6701
RAC,KRAC,John H. Batten Airport,42.7606,-87.8152
IRS,KIRS,Kirsch Municipal Airport,41.8133,-85.439
RAL,KRAL,Riverside Municipal Airport,33.9519,-117.445
IRK,KIRK,Kirksville Regional Airport,40.0935,-92.5449
RAP,KRAP,Rapid City Regional Airport,44.0453,-103.057
IRC,PACR,Circle City Airport,65.8305,-144.076
IRB,,Iraan Municipal Airport,30.9057,-101.892
IPT,KIPT,Williamsport Regional Airport,41.2418,-76.9211
RBD,KRBD,Dallas Executive Airport,32.6809,-96.8682
RBF,,Big Bear City Airport,34.2638,-116.856
RBG,KRBG,Roseburg Regional Airport,43.2388,-123.356
IPL,KIPL,Imperial County Airport (Boley Field),32.8342,-115.579
RBK,,French Valley Airport,33.5742,-117.128
RBL,KRBL,Red Bluff Municipal Airport,40.1507,-122.252
IOW,KIOW,Iowa City Municipal Airport,41.6392,-91.5465
BET,PABE,Bethel Airport,60.7798,-161.838
INW,KINW,Winslow-Lindbergh Regional Airport,35.0219,-110.723
INT,KINT,Smith Reynolds Airport,36.1337,-80.222
RBW,KRBW,Lowcountry Regional Airport,32.921,-80.6406
RBY,PARY,Ruby Airport,64.7272,-155.47
RCA,KRCA,Ellsworth Air Force Base,44.145,-103.104
RCE,,Roche Harbor Seaplane Base,48.6123,-123.139
INS,KINS,Creech Air Force Base,36.5872,-115.673
RCK,KRCK,H. H. Coffield Regional Airport,30.6316,-96.9897
INL,KINL,Falls International Airport,48.5662,-93.4031
INK,KINK,Winkler County Airport,31.7796,-103.201
RCT,KRCT,Nartron Field,43.9,-85.5167
BEH,KBEH,Southwest Michigan Regional Airport,42.1286,-86.4285
IMT,KIMT,Ford Airport,45.8184,-88.1145
IMM,KIMM,Immokalee Regional Airport,26.4332,-81.401
IML,KIML,Imperial Municipal Airport,40.5093,-101.621
RDB,PADG,Red Dog Airport,68.0321,-162.899
RDD,KRDD,Redding Municipal Airport,40.509,-122.293
RDG,KRDG,Reading Regional Airport (Carl A. Spaatz Field),40.3785,-75.9652
RDM,KRDM,Roberts Field,44.2541,-121.15
RDR,KRDR,Grand Forks Air Force Base,47.9611,-97.4012
RDU,KRDU,Raleigh-Durham International Airport,35.8776,-78.7875
RDV,,Red Devil Airport,61.7881,-157.35
RED,KRVL,Mifflin County Airport,40.6774,-77.6268
REE,,Reese Airpark,33.5903,-102.037
ILN,KILN,Wilmington Air Park,39.4279,-83.7921
ILM,KILM,Wilmington International Airport,34.2706,-77.9026
REO,KREO,Rome State Airport,42.5777,-117.885
ILL,KBDH,Willmar Municipal Airport (John L. Rice Field),45.1177,-95.1304
ILI,PAIL,Iliamna Airport,59.7544,-154.911
ILG,KILG,Wilmington Airport (New Castle Airport),39.6787,-75.6065
ILE,KILE,Skylark Field,31.0858,-97.6865
RFG,KRFG,Rooke Field,28.2886,-97.318
BED,KBED,Laurence G. Hanscom Field,42.47,-71.289
BEC,KBEC,Beech Factory Airport,37.6945,-97.215
RFK,,Rollang Field,32.9549,-90.8459
IKO,PAKO,Nikolski Air Station,52.9416,-168.849
IKK,KIKK,Greater Kankakee Airport,41.0714,-87.8463
IKB,KUKF,Wilkes County Airport,36.2228,-81.0983
BDY,,Bandon State Airport,43.0865,-124.408
BDX,,Broadus Airport,45.4725,-105.454
IJX,KIJX,Jacksonville Municipal Airport,39.7707,-90.238
RGR,,Ranger Municipal Airport,32.4526,-98.6828
RHI,KRHI,Rhinelander-Oneida County Airport,45.6312,-89.4675
IGM,KIGM,Kingman Airport,35.2595,-113.938
RHV,KRHV,Reid-Hillview Airport of Santa Clara County,37.3329,-121.819
IGG,PAIG,Igiugig Airport,59.324,-155.902
RIC,KRIC,Richmond International Airport,37.5052,-77.3197
BDR,KBDR,Igor I. Sikorsky Memorial Airport,41.1635,-73.1262
RIE,KRPD,Rice Lake Regional Airport (Carl's Field),45.419,-91.7735
RIF,KRIF,Richfield Municipal Airport,38.7364,-112.099
RIL,KRIL,Garfield County Regional Airport,39.5263,-107.727
IFP,KIFP,Laughlin/Bullhead International Airport,35.1574,-114.56
RIR,KRIR,Flabob Airport,33.9897,-117.411
RIV,KRIV,March Air Reserve Base,33.8807,-117.259
RIW,KRIW,Central Wyoming Regional Airport,43.0642,-108.46
